,file,fit_Rs,fit_R1,fit_n1,fit_Q1,fit_R2,fit_n2,fit_Q2,fit_Q3,fit_n3
0,DE_40_6_60.mpt,46.59664384187139,30.473911736676193,1.0,5.307131920984087e-09,54.12437334584381,0.9246474534945588,3.740569888699641e-06,9.13459679979578e-07,0.9958083308411
0,DE_40_7_60.mpt,41.271542519572904,8.684332746826767,0.9947599060510623,1.0897515009819004e-05,17.373209094924874,0.999998816852874,9.222312558399004e-09,1.8715795137056457e-06,0.9510922279060077
0,DE_40_8_60.mpt,41.61857543390814,56.76947345475443,0.8983734770896338,9.449006112525805e-06,50.18939395687365,1.0,2.690699950569364e-09,1.3494906567080301e-06,0.9531808558397168
0,DE_40_9_60.mpt,0.06150177750913973,145.19612293695053,0.9563022693081782,2.4623740098594917e-09,240.38029198070535,0.88751639940786,3.444147519285068e-06,6.872048658952412e-07,0.9991592873052109
0,DE_49_5_30.mpt,0.026666374720260462,570.0536024086591,0.8814191184378632,1.0726142485650847e-08,590.973445184041,0.8534332077097349,1.3532691330725433e-07,6.819448837141806e-06,0.7566299985715366
0,DE_49_7_30.mpt,0.09107510138797657,116794.961220161,0.9697748486403804,7.563734249589338e-07,60109.58938422773,0.9367923441646586,4.351476557473699e-09,3.6538959714348953e-06,0.4371986500112218
0,DE_49_8_30.mpt,0.07968474048370712,296366.6276852762,0.874426783899509,1.1457885930092338e-06,70938.04301816519,0.9508626051393848,3.4439619926995847e-09,1.9032010609040252e-06,0.48329503474034075
0,DE_49_9_30.mpt,0.032982964000549224,161496.63712945193,0.961109630099586,2.302460329395295e-09,494421.4735044342,0.6461139148571484,3.234562191399837e-07,2.469182660219116e-07,0.9556155267594144
0,DE_57_6_60.mpt,0.04927204235162092,63.588842434059515,0.678277397664084,1.3802896961134793e-07,3829.999999993868,1.0,3.3428515497721524e-06,8.452059492919773e-06,0.9001354235585686
0,DE_65_1_60.mpt,0.07622838138076979,135.89711225537772,0.9950670135857719,1.0793221492666484e-09,876.7095661536829,0.4422922675708016,0.0009999999971958833,2.2753505535867414e-06,0.9885276366908047
0,DE_65_3_60.mpt,26.0186874577016,10706.111936319361,0.9466739943075719,3.497358034580345e-06,85.8950862996859,0.829792107292377,1.494117563344277e-08,0.0009999999965632027,0.9999999929925987
0,DE_65_5_60.mpt,22.647257354798356,125.78221393956561,0.801502648468139,1.9823334053314933e-08,52.17826546711925,0.66518514632585,9.676098446457216e-05,8.061635833717162e-06,0.9678937467830823
0,DE_65_7_60.mpt,16.624212304460606,212.5957998279445,0.7771666568891139,3.045495624720562e-08,126.1530952168477,0.27248899411293337,0.0009999998948270528,2.6408555234379018e-06,0.8533532933408341
0,DE_65_8_60.mpt,22.139268474099463,411.7815881001076,0.8267648172474699,1.143465254971332e-08,3129.9999902083578,0.9999999999979983,2.1027038043421874e-06,1.6499190341990323e-06,0.8516839389791295
0,DE_65_9_60.mpt,0.07399880200004108,113.81080618092884,0.9999999998538278,1.6185923888412114e-09,182.35101530453397,0.7943906528439522,6.928327567967684e-08,3.5116113022122255e-06,0.8159790679534318
